번호,개방서비스명,인허가일자,상세영업상태명,폐업일자,사업장명,업태구분명,업종구분
311,건강기능식품일반판매업,2022-04-25,폐업,2023-12-12,(주)에스디피,,건강기능식품일반판매업
312,건강기능식품일반판매업,2022-04-20,폐업,2023-12-01,대한민환,,건강기능식품일반판매업
313,건강기능식품일반판매업,2022-04-19,폐업,2024-09-24,매직오브인셀덤,,건강기능식품일반판매업
314,건강기능식품일반판매업,2022-04-15,폐업,2024-12-02,낭만,,건강기능식품일반판매업
315,건강기능식품일반판매업,2022-04-08,영업,,대구인셀덤x보타랩발라또,,건강기능식품일반판매업
316,건강기능식품일반판매업,2022-04-05,폐업,2023-12-29,올리하이,,건강기능식품일반판매업
317,건강기능식품일반판매업,2022-04-05,영업,,김혜은스킨앤바디,,건강기능식품일반판매업
318,건강기능식품일반판매업,2022-04-01,영업,,조은약국,,건강기능식품일반판매업
319,건강기능식품일반판매업,2022-03-29,영업,,신광퓨처스,,건강기능식품일반판매업
320,건강기능식품일반판매업,2022-03-29,영업,,카타리나 뷰티,,건강기능식품일반판매업
321,건강기능식품일반판매업,2022-03-28,폐업,2024-01-03,케어포헬렌,,건강기능식품일반판매업
322,건강기능식품일반판매업,2022-03-21,폐업,2023-11-29,꿈스토리,,건강기능식품일반판매업
323,건강기능식품일반판매업,2022-03-18,폐업,2024-09-04,힐링존,,건강기능식품일반판매업
324,건강기능식품일반판매업,2022-03-15,영업,,수플러스,,건강기능식품일반판매업
325,건강기능식품일반판매업,2022-03-10,폐업,2023-10-31,마켓우노(marketuno),,건강기능식품일반판매업
326,건강기능식품일반판매업,2022-03-10,폐업,2023-12-20,글로벌셀러진흥원,,건강기능식품일반판매업
327,건강기능식품일반판매업,2022-03-10,영업,,선향코스메틱,,건강기능식품일반판매업
328,건강기능식품일반판매업,2022-03-08,폐업,2024-11-15,더 베스트 팜,,건강기능식품일반판매업
329,건강기능식품일반판매업,2022-03-04,폐업,2024-12-11,으뜸이네 잡화점,,건강기능식품일반판매업
330,건강기능식품일반판매업,2022-02-22,폐업,2023-11-21,세븐인셀덤,,건강기능식품일반판매업
331,건강기능식품일반판매업,2022-02-22,폐업,2024-12-27,선데포스트(sundaepost),,건강기능식품일반판매업
332,건강기능식품일반판매업,2022-02-17,폐업,2022-05-02,유인,,건강기능식품일반판매업
333,건강기능식품일반판매업,2022-01-26,영업,,백세라이프,,건강기능식품일반판매업
334,건강기능식품일반판매업,2022-01-19,폐업,2023-12-15,화니보물창고,,건강기능식품일반판매업
335,건강기능식품일반판매업,2022-01-19,영업,,메디시티대구 명품브랜드 판매장,,건강기능식품일반판매업
336,건강기능식품일반판매업,2022-01-17,영업,,류성현한의원,,건강기능식품일반판매업
337,건강기능식품일반판매업,2022-01-12,영업,,씨케이커머스,,건강기능식품일반판매업
338,건강기능식품일반판매업,2022-01-11,폐업,2024-01-02,화니팜,,건강기능식품일반판매업
339,건강기능식품일반판매업,2022-01-07,폐업,2023-03-20,덜트팜,,건강기능식품일반판매업
340,건강기능식품일반판매업,2022-01-06,폐업,2023-12-29,테이크모먼트,,건강기능식품일반판매업
341,건강기능식품일반판매업,2021-12-22,폐업,2025-02-19,님블리,,건강기능식품일반판매업
342,건강기능식품일반판매업,2021-12-13,영업,,에이치제이리빙,,건강기능식품일반판매업
343,건강기능식품일반판매업,2021-11-22,영업,,호주면세점 직영할인점 대신지점,,건강기능식품일반판매업
344,건강기능식품일반판매업,2021-11-16,폐업,2022-11-01,제이도씨,,건강기능식품일반판매업
345,건강기능식품일반판매업,2021-11-15,영업,,카베사,,건강기능식품일반판매업
346,건강기능식품일반판매업,2021-11-11,폐업,2022-12-27,에즈빈,,건강기능식품일반판매업
347,건강기능식품일반판매업,2021-11-11,영업,,여리한다이어트 대구역점,,건강기능식품일반판매업
348,건강기능식품일반판매업,2021-11-10,영업,,마테차 건강백화점,,건강기능식품일반판매업
349,건강기능식품일반판매업,2021-11-08,영업,,주식회사 자주메디,,건강기능식품일반판매업
350,건강기능식품일반판매업,2021-11-04,폐업,2022-09-06,대동사,,건강기능식품일반판매업
351,건강기능식품일반판매업,2021-11-04,폐업,2023-12-29,온우주마켓,,건강기능식품일반판매업
352,건강기능식품일반판매업,2021-10-25,폐업,2021-11-02,베이직투유니크,,건강기능식품일반판매업
353,건강기능식품일반판매업,2021-09-30,폐업,2024-12-31,바디다움,,건강기능식품일반판매업
354,건강기능식품일반판매업,2021-09-24,영업,,포르테건강,,건강기능식품일반판매업
355,건강기능식품일반판매업,2021-09-23,폐업,2023-12-28,토마스상회,,건강기능식품일반판매업
356,건강기능식품일반판매업,2021-09-15,폐업,2023-10-31,주식회사 푸드플랜트,,건강기능식품일반판매업
357,건강기능식품일반판매업,2021-09-15,폐업,2023-11-23,대성,,건강기능식품일반판매업
358,건강기능식품일반판매업,2021-09-09,폐업,2024-01-02,트렌드프로,,건강기능식품일반판매업
359,건강기능식품일반판매업,2021-09-09,영업,,파밀상사,,건강기능식품일반판매업
360,건강기능식품일반판매업,2021-09-06,폐업,2022-12-07,인더비월드,,건강기능식품일반판매업
361,건강기능식품일반판매업,2021-09-06,영업,,더행복샵,,건강기능식품일반판매업
362,건강기능식품일반판매업,2021-09-03,폐업,2022-11-30,지유바이오,,건강기능식품일반판매업
363,건강기능식품일반판매업,2021-08-31,폐업,2023-11-20,써니마켓,,건강기능식품일반판매업
364,건강기능식품일반판매업,2021-08-30,영업,,건홍인터내셔널,,건강기능식품일반판매업
365,건강기능식품일반판매업,2021-08-30,영업,,스윗스토어,,건강기능식품일반판매업
366,건강기능식품일반판매업,2021-08-23,폐업,2024-04-12,건기식연구소,,건강기능식품일반판매업
367,건강기능식품일반판매업,2021-08-20,폐업,2024-02-15,주식회사 세븐디바이드,,건강기능식품일반판매업
368,건강기능식품일반판매업,2021-08-19,폐업,2022-12-23,글로벌셀러진흥원,,건강기능식품일반판매업
369,건강기능식품일반판매업,2021-08-18,폐업,2022-01-18,솔트컬쳐,,건강기능식품일반판매업
370,건강기능식품일반판매업,2021-08-13,영업,,피엠인터내셔널코리아 대구다이렉트세일즈센터,,건강기능식품일반판매업
371,건강기능식품일반판매업,2021-08-10,폐업,2022-08-11,그린키 토탈헬스케어,,건강기능식품일반판매업
372,건강기능식품일반판매업,2021-08-09,폐업,2024-09-27,데일리 스토어,,건강기능식품일반판매업
373,건강기능식품일반판매업,2021-08-06,폐업,2024-12-30,다온숲,,건강기능식품일반판매업
374,건강기능식품일반판매업,2021-08-04,영업,,주식회사 에이치메이커,,건강기능식품일반판매업
375,건강기능식품일반판매업,2021-07-23,폐업,2024-04-02,더애드컴퍼니,,건강기능식품일반판매업
376,건강기능식품일반판매업,2021-07-22,폐업,2024-11-15,초록마을 대봉센트럴점,,건강기능식품일반판매업
377,건강기능식품일반판매업,2021-07-21,폐업,2023-02-06,대원메디테크 주식회사,,건강기능식품일반판매업
378,건강기능식품일반판매업,2021-07-20,영업,,웰빙시대,,건강기능식품일반판매업
379,건강기능식품일반판매업,2021-07-12,폐업,2021-07-20,웰빙시대,,건강기능식품일반판매업
380,건강기능식품일반판매업,2021-07-02,영업,,동우아트웰빙,,건강기능식품일반판매업
381,건강기능식품일반판매업,2021-07-01,폐업,2021-11-11,(주)바이오메디인사이트,,건강기능식품일반판매업
382,건강기능식품일반판매업,2021-06-29,폐업,2022-02-03,제이와이COMPANY,,건강기능식품일반판매업
383,건강기능식품일반판매업,2021-06-29,폐업,2023-12-28,케이지정보기술,,건강기능식품일반판매업
384,건강기능식품일반판매업,2021-06-25,폐업,2023-06-23,재연기획,,건강기능식품일반판매업
385,건강기능식품일반판매업,2021-06-24,폐업,2023-01-27,허봉구 마켓,,건강기능식품일반판매업
386,건강기능식품일반판매업,2021-06-11,폐업,2022-10-31,모디바몰,,건강기능식품일반판매업
387,건강기능식품일반판매업,2021-06-04,폐업,2022-12-19,팜실장,,건강기능식품일반판매업
388,건강기능식품일반판매업,2021-06-01,폐업,2022-11-14,뉴오션,,건강기능식품일반판매업
389,건강기능식품일반판매업,2021-05-20,폐업,2022-04-11,메이트디,,건강기능식품일반판매업
390,건강기능식품일반판매업,2021-05-20,영업,,휴마렉스,,건강기능식품일반판매업
391,건강기능식품일반판매업,2021-05-04,영업,,수아벨의원,,건강기능식품일반판매업
392,건강기능식품일반판매업,2021-04-29,영업,,초록마을,,건강기능식품일반판매업
393,건강기능식품일반판매업,2021-04-27,영업,,낫컴플렉스,,건강기능식품일반판매업
394,건강기능식품일반판매업,2021-04-21,영업,,더 마켓 코리아,,건강기능식품일반판매업
395,건강기능식품일반판매업,2021-04-15,폐업,2021-04-27,단무지마켓,,건강기능식품일반판매업
396,건강기능식품일반판매업,2021-04-13,폐업,2023-02-20,웰빙시대건강백화점,,건강기능식품일반판매업
397,건강기능식품일반판매업,2021-04-07,폐업,2023-04-06,우리건강식품,,건강기능식품일반판매업
398,건강기능식품일반판매업,2021-04-05,폐업,2022-12-09,토마토약국,,건강기능식품일반판매업
399,건강기능식품일반판매업,2021-04-05,영업,,청암타올판촉물,,건강기능식품일반판매업
400,건강기능식품일반판매업,2021-04-02,폐업,2022-12-30,(주)강경숙칠판,,건강기능식품일반판매업
401,건강기능식품일반판매업,2021-04-01,폐업,2022-12-23,오늘소울,,건강기능식품일반판매업
402,건강기능식품일반판매업,2021-03-26,폐업,2022-08-18,오설록,,건강기능식품일반판매업
403,건강기능식품일반판매업,2021-03-25,폐업,2022-12-22,(주)동그라미크루,,건강기능식품일반판매업
404,건강기능식품일반판매업,2021-03-25,폐업,2023-12-22,키위앤코,,건강기능식품일반판매업
405,건강기능식품일반판매업,2021-03-24,폐업,2022-02-08,미르홈,,건강기능식품일반판매업
406,건강기능식품일반판매업,2021-03-16,폐업,2021-04-15,유어밸런스,,건강기능식품일반판매업
407,건강기능식품일반판매업,2021-03-15,영업,,뉴웰,,건강기능식품일반판매업
408,건강기능식품일반판매업,2021-03-12,폐업,2022-12-28,아이즈스토어,,건강기능식품일반판매업
409,건강기능식품일반판매업,2021-03-11,폐업,2024-04-19,혜안,,건강기능식품일반판매업
410,건강기능식품일반판매업,2021-03-05,영업,,닥터모두모,,건강기능식품일반판매업
411,건강기능식품일반판매업,2021-03-04,폐업,2021-11-29,알로에 판매원,,건강기능식품일반판매업
412,건강기능식품일반판매업,2021-03-04,폐업,2023-05-17,현대백화점 대구점 프리메라,,건강기능식품일반판매업
413,건강기능식품일반판매업,2021-03-02,폐업,2021-07-16,넥뷰,,건강기능식품일반판매업
414,건강기능식품일반판매업,2021-02-25,영업,,경주상회,,건강기능식품일반판매업
415,건강기능식품일반판매업,2021-02-19,폐업,2025-04-21,지니웰빙,,건강기능식품일반판매업
416,건강기능식품일반판매업,2021-02-19,폐업,2023-01-03,남해의힘,,건강기능식품일반판매업
417,건강기능식품일반판매업,2021-02-18,영업,,천기초 약초백화점,,건강기능식품일반판매업
418,건강기능식품일반판매업,2021-02-17,폐업,2024-12-31,912컴퍼니,,건강기능식품일반판매업
